Data,Preço,Sigla
28/10/2021,1334.848547,Investment Fund
29/10/2021,1334.848547,Investment Fund
30/10/2021,1334.848547,Investment Fund
31/10/2021,1334.848547,Investment Fund
1/11/2021,1334.848547,Investment Fund
2/11/2021,1334.848547,Investment Fund
3/11/2021,1334.848547,Investment Fund
4/11/2021,1334.848547,Investment Fund
5/11/2021,1334.848547,Investment Fund
6/11/2021,1334.848547,Investment Fund
7/11/2021,1334.848547,Investment Fund
8/11/2021,1334.848547,Investment Fund
9/11/2021,1334.848547,Investment Fund
10/11/2021,1334.848547,Investment Fund
11/11/2021,1334.848547,Investment Fund
12/11/2021,1334.848547,Investment Fund
13/11/2021,1334.848547,Investment Fund
14/11/2021,1334.848547,Investment Fund
15/11/2021,1334.848547,Investment Fund
16/11/2021,1334.848547,Investment Fund
17/11/2021,1334.848547,Investment Fund
18/11/2021,1334.848547,Investment Fund
19/11/2021,1334.848547,Investment Fund
20/11/2021,1334.848547,Investment Fund
21/11/2021,1334.848547,Investment Fund
22/11/2021,1334.848547,Investment Fund
23/11/2021,1334.848547,Investment Fund
24/11/2021,1334.848547,Investment Fund
25/11/2021,1334.848547,Investment Fund
26/11/2021,1334.848547,Investment Fund
27/11/2021,1334.848547,Investment Fund
28/11/2021,1334.848547,Investment Fund
29/11/2021,1334.848547,Investment Fund
30/11/2021,1334.848547,Investment Fund
1/12/2021,1334.848547,Investment Fund
2/12/2021,1334.848547,Investment Fund
3/12/2021,1334.848547,Investment Fund
4/12/2021,1334.848547,Investment Fund
5/12/2021,1334.848547,Investment Fund
6/12/2021,1334.848547,Investment Fund
7/12/2021,1334.848547,Investment Fund
8/12/2021,1334.848547,Investment Fund
9/12/2021,1334.848547,Investment Fund
10/12/2021,1334.848547,Investment Fund
11/12/2021,1334.848547,Investment Fund
12/12/2021,1334.848547,Investment Fund
13/12/2021,1334.848547,Investment Fund
14/12/2021,1334.848547,Investment Fund
15/12/2021,1334.848547,Investment Fund
16/12/2021,1334.848547,Investment Fund
17/12/2021,1334.848547,Investment Fund
18/12/2021,1334.848547,Investment Fund
19/12/2021,1334.848547,Investment Fund
20/12/2021,1334.848547,Investment Fund
21/12/2021,1334.848547,Investment Fund
22/12/2021,1334.848547,Investment Fund
23/12/2021,1334.848547,Investment Fund
24/12/2021,1334.848547,Investment Fund
25/12/2021,1334.848547,Investment Fund
26/12/2021,1334.848547,Investment Fund
27/12/2021,1334.848547,Investment Fund
28/12/2021,1334.848547,Investment Fund
29/12/2021,1334.848547,Investment Fund
30/12/2021,1334.848547,Investment Fund
31/12/2021,1334.848547,Investment Fund
1/1/2022,1334.848547,Investment Fund
2/1/2022,1334.848547,Investment Fund
3/1/2022,1334.848547,Investment Fund
4/1/2022,1334.848547,Investment Fund
5/1/2022,1334.848547,Investment Fund
6/1/2022,1334.848547,Investment Fund
7/1/2022,1334.848547,Investment Fund
8/1/2022,1334.848547,Investment Fund
9/1/2022,1334.848547,Investment Fund
10/1/2022,1334.848547,Investment Fund
11/1/2022,1334.848547,Investment Fund
12/1/2022,1334.848547,Investment Fund
13/01/2022,1334.848547,Investment Fund
14/01/2022,1334.848547,Investment Fund
15/01/2022,1334.848547,Investment Fund
16/01/2022,1334.848547,Investment Fund
17/01/2022,1334.848547,Investment Fund
18/01/2022,1334.848547,Investment Fund
19/01/2022,1334.848547,Investment Fund
20/01/2022,1334.848547,Investment Fund
21/01/2022,1334.848547,Investment Fund
22/01/2022,1334.848547,Investment Fund
23/01/2022,1334.848547,Investment Fund
24/01/2022,1334.848547,Investment Fund
25/01/2022,1334.848547,Investment Fund
26/01/2022,1334.848547,Investment Fund
27/01/2022,1334.848547,Investment Fund
28/01/2022,1334.848547,Investment Fund
29/01/2022,1334.848547,Investment Fund
30/01/2022,1334.848547,Investment Fund
31/01/2022,1334.848547,Investment Fund
1/2/2022,1334.848547,Investment Fund
2/2/2022,1334.848547,Investment Fund
3/2/2022,1334.848547,Investment Fund
4/2/2022,1334.848547,Investment Fund
5/2/2022,1334.848547,Investment Fund
6/2/2022,1334.848547,Investment Fund
7/2/2022,1334.848547,Investment Fund
8/2/2022,1334.848547,Investment Fund
9/2/2022,1334.848547,Investment Fund
10/2/2022,1334.848547,Investment Fund
11/2/2022,1334.848547,Investment Fund
12/2/2022,1334.848547,Investment Fund
13/02/2022,1334.848547,Investment Fund
14/02/2022,1334.848547,Investment Fund
15/02/2022,1334.848547,Investment Fund
16/02/2022,1334.848547,Investment Fund
17/02/2022,1334.848547,Investment Fund
18/02/2022,1334.848547,Investment Fund
19/02/2022,1334.848547,Investment Fund
20/02/2022,1334.848547,Investment Fund
21/02/2022,1334.848547,Investment Fund
22/02/2022,1334.848547,Investment Fund
23/02/2022,1334.848547,Investment Fund
24/02/2022,1334.848547,Investment Fund
25/02/2022,1334.848547,Investment Fund
26/02/2022,1334.848547,Investment Fund
27/02/2022,1334.848547,Investment Fund
28/02/2022,1334.848547,Investment Fund
1/3/2022,1334.848547,Investment Fund
2/3/2022,1334.848547,Investment Fund
3/3/2022,1334.848547,Investment Fund
4/3/2022,1334.848547,Investment Fund
5/3/2022,1334.848547,Investment Fund
6/3/2022,1334.848547,Investment Fund
7/3/2022,1334.848547,Investment Fund
8/3/2022,1334.848547,Investment Fund
9/3/2022,1334.848547,Investment Fund
10/3/2022,1334.848547,Investment Fund
11/3/2022,1334.848547,Investment Fund
12/3/2022,1334.848547,Investment Fund
13/03/2022,1334.848547,Investment Fund
14/03/2022,1334.848547,Investment Fund
15/03/2022,1334.848547,Investment Fund
16/03/2022,1334.848547,Investment Fund
17/03/2022,1334.848547,Investment Fund
18/03/2022,1334.848547,Investment Fund
19/03/2022,1334.848547,Investment Fund
20/03/2022,1334.848547,Investment Fund
21/03/2022,1334.848547,Investment Fund
22/03/2022,1334.848547,Investment Fund
23/03/2022,1334.848547,Investment Fund
24/03/2022,1334.848547,Investment Fund
25/03/2022,1334.848547,Investment Fund
26/03/2022,1334.848547,Investment Fund
27/03/2022,1334.848547,Investment Fund
28/03/2022,1334.848547,Investment Fund
29/03/2022,1334.848547,Investment Fund
30/03/2022,1334.848547,Investment Fund
31/03/2022,1334.848547,Investment Fund
1/4/2022,1334.848547,Investment Fund
2/4/2022,1334.848547,Investment Fund
3/4/2022,1334.848547,Investment Fund
4/4/2022,1334.848547,Investment Fund
5/4/2022,1334.848547,Investment Fund
6/4/2022,1334.848547,Investment Fund
7/4/2022,1334.848547,Investment Fund
8/4/2022,1334.848547,Investment Fund
9/4/2022,1334.848547,Investment Fund
10/4/2022,1334.848547,Investment Fund
11/4/2022,1334.848547,Investment Fund
12/4/2022,1334.848547,Investment Fund
13/04/2022,1334.848547,Investment Fund
14/04/2022,1334.848547,Investment Fund
15/04/2022,1334.848547,Investment Fund
16/04/2022,1334.848547,Investment Fund
17/04/2022,1334.848547,Investment Fund
18/04/2022,1334.848547,Investment Fund
19/04/2022,1334.848547,Investment Fund
20/04/2022,1334.848547,Investment Fund
21/04/2022,1334.848547,Investment Fund
22/04/2022,1334.848547,Investment Fund
23/04/2022,1334.848547,Investment Fund
24/04/2022,1334.848547,Investment Fund
25/04/2022,1334.848547,Investment Fund
26/04/2022,1334.848547,Investment Fund
27/04/2022,1334.848547,Investment Fund
28/04/2022,1334.848547,Investment Fund
29/04/2022,1334.848547,Investment Fund
30/04/2022,1334.848547,Investment Fund
1/5/2022,1334.848547,Investment Fund
2/5/2022,1334.848547,Investment Fund
3/5/2022,1334.848547,Investment Fund
4/5/2022,1334.848547,Investment Fund
5/5/2022,1334.848547,Investment Fund
6/5/2022,1334.848547,Investment Fund
7/5/2022,1334.848547,Investment Fund
8/5/2022,1334.848547,Investment Fund
9/5/2022,1334.848547,Investment Fund
10/5/2022,1334.848547,Investment Fund
11/5/2022,1334.848547,Investment Fund
12/5/2022,1334.848547,Investment Fund
13/05/2022,1334.848547,Investment Fund
14/05/2022,1334.848547,Investment Fund
15/05/2022,1334.848547,Investment Fund
16/05/2022,1334.848547,Investment Fund
17/05/2022,1334.848547,Investment Fund
18/05/2022,1334.848547,Investment Fund
19/05/2022,1334.848547,Investment Fund
20/05/2022,1334.848547,Investment Fund
21/05/2022,1334.848547,Investment Fund
22/05/2022,1334.848547,Investment Fund
23/05/2022,1334.848547,Investment Fund
24/05/2022,1334.848547,Investment Fund
25/05/2022,1334.848547,Investment Fund
26/05/2022,1334.848547,Investment Fund
27/05/2022,1334.848547,Investment Fund
28/05/2022,1334.848547,Investment Fund
29/05/2022,1334.848547,Investment Fund
30/05/2022,1334.848547,Investment Fund
31/05/2022,1334.848547,Investment Fund
1/6/2022,1334.848547,Investment Fund
2/6/2022,1334.848547,Investment Fund
3/6/2022,1334.848547,Investment Fund
4/6/2022,1334.848547,Investment Fund
5/6/2022,1334.848547,Investment Fund
6/6/2022,1334.848547,Investment Fund
7/6/2022,1334.848547,Investment Fund
8/6/2022,1334.848547,Investment Fund
9/6/2022,1334.848547,Investment Fund
10/6/2022,1334.848547,Investment Fund
11/6/2022,1334.848547,Investment Fund
12/6/2022,1334.848547,Investment Fund
13/06/2022,1334.848547,Investment Fund
14/06/2022,1334.848547,Investment Fund
15/06/2022,1334.848547,Investment Fund
16/06/2022,1334.848547,Investment Fund
17/06/2022,1334.848547,Investment Fund
18/06/2022,1334.848547,Investment Fund
19/06/2022,1334.848547,Investment Fund
20/06/2022,1334.848547,Investment Fund
21/06/2022,1334.848547,Investment Fund
22/06/2022,1334.848547,Investment Fund
23/06/2022,1334.848547,Investment Fund
24/06/2022,1334.848547,Investment Fund
25/06/2022,1334.848547,Investment Fund
26/06/2022,1334.848547,Investment Fund
27/06/2022,1334.848547,Investment Fund
28/06/2022,1334.848547,Investment Fund
29/06/2022,1334.848547,Investment Fund
30/06/2022,1334.848547,Investment Fund
1/7/2022,1334.848547,Investment Fund
2/7/2022,1334.848547,Investment Fund
3/7/2022,1334.848547,Investment Fund
4/7/2022,1334.848547,Investment Fund
5/7/2022,1334.848547,Investment Fund
6/7/2022,1334.848547,Investment Fund
7/7/2022,1334.848547,Investment Fund
8/7/2022,1334.848547,Investment Fund
9/7/2022,1334.848547,Investment Fund
10/7/2022,1334.848547,Investment Fund
11/7/2022,1334.848547,Investment Fund
12/7/2022,1334.848547,Investment Fund
13/07/2022,1334.848547,Investment Fund
14/07/2022,1334.848547,Investment Fund
15/07/2022,1334.848547,Investment Fund
16/07/2022,1334.848547,Investment Fund
17/07/2022,1334.848547,Investment Fund
18/07/2022,1334.848547,Investment Fund
19/07/2022,1334.848547,Investment Fund
20/07/2022,1334.848547,Investment Fund
21/07/2022,1334.848547,Investment Fund
22/07/2022,1334.848547,Investment Fund
23/07/2022,1334.848547,Investment Fund
24/07/2022,1334.848547,Investment Fund
25/07/2022,1334.848547,Investment Fund
26/07/2022,1334.848547,Investment Fund
27/07/2022,1334.848547,Investment Fund
28/07/2022,1334.848547,Investment Fund
29/07/2022,1334.848547,Investment Fund
30/07/2022,1334.848547,Investment Fund
31/07/2022,1334.848547,Investment Fund
1/8/2022,1334.848547,Investment Fund
2/8/2022,1334.848547,Investment Fund
3/8/2022,1334.848547,Investment Fund
4/8/2022,1334.848547,Investment Fund
5/8/2022,1334.848547,Investment Fund
6/8/2022,1334.848547,Investment Fund
7/8/2022,1334.848547,Investment Fund
8/8/2022,1334.848547,Investment Fund
9/8/2022,1334.848547,Investment Fund
10/8/2022,1334.848547,Investment Fund
11/8/2022,1334.848547,Investment Fund
12/8/2022,1334.848547,Investment Fund
13/08/2022,1334.848547,Investment Fund
14/08/2022,1334.848547,Investment Fund
15/08/2022,1334.848547,Investment Fund
16/08/2022,1334.848547,Investment Fund
17/08/2022,1334.848547,Investment Fund
18/08/2022,1334.848547,Investment Fund
19/08/2022,1334.848547,Investment Fund
20/08/2022,1334.848547,Investment Fund
21/08/2022,1334.848547,Investment Fund
22/08/2022,1334.848547,Investment Fund
23/08/2022,1334.848547,Investment Fund
24/08/2022,1334.848547,Investment Fund
25/08/2022,1334.848547,Investment Fund
26/08/2022,1334.848547,Investment Fund
27/08/2022,1334.848547,Investment Fund
28/08/2022,1334.848547,Investment Fund
29/08/2022,1334.848547,Investment Fund
30/08/2022,1334.848547,Investment Fund
31/08/2022,1334.848547,Investment Fund
1/9/2022,1334.848547,Investment Fund
2/9/2022,1334.848547,Investment Fund
3/9/2022,1334.848547,Investment Fund
4/9/2022,1334.848547,Investment Fund
5/9/2022,1334.848547,Investment Fund
6/9/2022,1334.848547,Investment Fund
7/9/2022,1334.848547,Investment Fund
8/9/2022,1334.848547,Investment Fund
9/9/2022,1334.848547,Investment Fund
10/9/2022,1334.848547,Investment Fund
11/9/2022,1334.848547,Investment Fund
12/9/2022,1334.848547,Investment Fund
13/09/2022,1334.848547,Investment Fund
14/09/2022,1334.848547,Investment Fund
15/09/2022,1334.848547,Investment Fund
16/09/2022,1334.848547,Investment Fund
17/09/2022,1334.848547,Investment Fund
18/09/2022,1334.848547,Investment Fund
19/09/2022,1334.848547,Investment Fund
20/09/2022,1334.848547,Investment Fund
21/09/2022,1334.848547,Investment Fund
22/09/2022,1334.848547,Investment Fund
23/09/2022,1334.848547,Investment Fund
24/09/2022,1334.848547,Investment Fund
25/09/2022,1334.848547,Investment Fund
26/09/2022,1334.848547,Investment Fund
27/09/2022,1334.848547,Investment Fund
28/09/2022,1334.848547,Investment Fund
29/09/2022,1334.848547,Investment Fund
30/09/2022,1334.848547,Investment Fund
1/10/2022,1334.848547,Investment Fund
2/10/2022,1334.848547,Investment Fund
3/10/2022,1334.848547,Investment Fund
4/10/2022,1334.848547,Investment Fund
5/10/2022,1334.848547,Investment Fund
6/10/2022,1334.848547,Investment Fund
7/10/2022,1334.848547,Investment Fund
8/10/2022,1334.848547,Investment Fund
9/10/2022,1334.848547,Investment Fund
10/10/2022,1334.848547,Investment Fund
11/10/2022,1334.848547,Investment Fund
12/10/2022,1334.848547,Investment Fund
13/10/2022,1334.848547,Investment Fund
14/10/2022,1334.848547,Investment Fund
15/10/2022,1334.848547,Investment Fund
16/10/2022,1334.848547,Investment Fund
17/10/2022,1334.848547,Investment Fund
18/10/2022,1334.848547,Investment Fund
19/10/2022,1334.848547,Investment Fund
20/10/2022,1334.848547,Investment Fund
21/10/2022,1334.848547,Investment Fund
22/10/2022,1334.848547,Investment Fund
23/10/2022,1334.848547,Investment Fund
24/10/2022,1334.848547,Investment Fund
25/10/2022,1334.848547,Investment Fund
26/10/2022,1334.848547,Investment Fund
27/10/2022,1334.848547,Investment Fund
28/10/2022,1334.848547,Investment Fund
29/10/2022,1334.848547,Investment Fund
30/10/2022,1334.848547,Investment Fund
31/10/2022,1334.848547,Investment Fund
1/11/2022,1334.848547,Investment Fund
2/11/2022,1334.848547,Investment Fund
3/11/2022,1334.848547,Investment Fund
4/11/2022,1334.848547,Investment Fund
5/11/2022,1334.848547,Investment Fund
6/11/2022,1334.848547,Investment Fund
7/11/2022,1334.848547,Investment Fund
8/11/2022,1334.848547,Investment Fund
9/11/2022,1334.848547,Investment Fund
10/11/2022,1334.848547,Investment Fund
11/11/2022,1334.848547,Investment Fund
12/11/2022,1334.848547,Investment Fund
13/11/2022,1334.848547,Investment Fund
14/11/2022,1334.848547,Investment Fund
15/11/2022,1334.848547,Investment Fund
16/11/2022,1334.848547,Investment Fund
17/11/2022,1334.848547,Investment Fund
18/11/2022,1334.848547,Investment Fund
19/11/2022,1334.848547,Investment Fund
20/11/2022,1334.848547,Investment Fund
21/11/2022,1334.848547,Investment Fund
22/11/2022,1334.848547,Investment Fund
23/11/2022,1334.848547,Investment Fund
24/11/2022,1334.848547,Investment Fund
25/11/2022,1334.848547,Investment Fund
26/11/2022,1334.848547,Investment Fund
27/11/2022,1334.848547,Investment Fund
28/11/2022,1334.848547,Investment Fund
29/11/2022,1334.848547,Investment Fund
30/11/2022,1334.848547,Investment Fund
1/12/2022,1334.848547,Investment Fund
2/12/2022,1334.848547,Investment Fund
3/12/2022,1334.848547,Investment Fund
4/12/2022,1334.848547,Investment Fund
5/12/2022,1334.848547,Investment Fund
6/12/2022,1334.848547,Investment Fund
7/12/2022,1334.848547,Investment Fund
8/12/2022,1334.848547,Investment Fund
9/12/2022,1334.848547,Investment Fund
10/12/2022,1334.848547,Investment Fund
11/12/2022,1334.848547,Investment Fund
12/12/2022,1334.848547,Investment Fund
13/12/2022,1334.848547,Investment Fund
14/12/2022,1334.848547,Investment Fund
15/12/2022,1334.848547,Investment Fund
16/12/2022,1334.848547,Investment Fund
17/12/2022,1334.848547,Investment Fund
18/12/2022,1334.848547,Investment Fund
19/12/2022,1334.848547,Investment Fund
20/12/2022,1334.848547,Investment Fund
21/12/2022,1334.848547,Investment Fund
22/12/2022,1334.848547,Investment Fund
23/12/2022,1334.848547,Investment Fund
24/12/2022,1334.848547,Investment Fund
25/12/2022,1334.848547,Investment Fund
26/12/2022,1334.848547,Investment Fund
27/12/2022,1334.848547,Investment Fund
28/12/2022,1334.848547,Investment Fund
29/12/2022,1334.848547,Investment Fund
30/12/2022,1334.848547,Investment Fund
31/12/2022,1334.848547,Investment Fund
1/1/2023,1334.848547,Investment Fund
2/1/2023,1334.848547,Investment Fund
3/1/2023,1334.848547,Investment Fund
4/1/2023,1334.848547,Investment Fund
5/1/2023,1334.848547,Investment Fund
6/1/2023,1334.848547,Investment Fund
7/1/2023,1334.848547,Investment Fund
8/1/2023,1334.848547,Investment Fund
9/1/2023,1334.848547,Investment Fund
10/1/2023,1334.848547,Investment Fund
11/1/2023,1334.848547,Investment Fund
12/1/2023,1334.848547,Investment Fund
13/01/2023,1334.848547,Investment Fund
14/01/2023,1334.848547,Investment Fund
15/01/2023,1334.848547,Investment Fund
16/01/2023,1334.848547,Investment Fund
17/01/2023,1334.848547,Investment Fund
18/01/2023,1334.848547,Investment Fund
19/01/2023,1334.848547,Investment Fund
20/01/2023,1334.848547,Investment Fund
21/01/2023,1334.848547,Investment Fund
22/01/2023,1334.848547,Investment Fund
23/01/2023,1334.848547,Investment Fund
24/01/2023,1334.848547,Investment Fund
25/01/2023,1334.848547,Investment Fund
26/01/2023,1334.848547,Investment Fund
27/01/2023,1334.848547,Investment Fund
28/01/2023,1334.848547,Investment Fund
29/01/2023,1334.848547,Investment Fund
30/01/2023,1334.848547,Investment Fund
31/01/2023,1334.848547,Investment Fund
1/2/2023,1334.848547,Investment Fund
2/2/2023,1334.848547,Investment Fund
3/2/2023,1334.848547,Investment Fund
4/2/2023,1334.848547,Investment Fund
5/2/2023,1334.848547,Investment Fund
6/2/2023,1334.848547,Investment Fund
7/2/2023,1334.848547,Investment Fund
8/2/2023,1334.848547,Investment Fund
9/2/2023,1334.848547,Investment Fund
10/2/2023,1334.848547,Investment Fund
11/2/2023,1334.848547,Investment Fund
12/2/2023,1334.848547,Investment Fund
13/02/2023,1334.848547,Investment Fund
14/02/2023,1334.848547,Investment Fund
15/02/2023,1334.848547,Investment Fund
16/02/2023,1334.848547,Investment Fund
17/02/2023,1334.848547,Investment Fund
18/02/2023,1334.848547,Investment Fund
19/02/2023,1334.848547,Investment Fund
20/02/2023,1334.848547,Investment Fund
21/02/2023,1334.848547,Investment Fund
22/02/2023,1334.848547,Investment Fund
23/02/2023,1334.848547,Investment Fund
24/02/2023,1334.848547,Investment Fund
25/02/2023,1334.848547,Investment Fund
26/02/2023,1334.848547,Investment Fund
27/02/2023,1334.848547,Investment Fund
28/02/2023,1334.848547,Investment Fund
1/3/2023,1334.848547,Investment Fund
2/3/2023,1334.848547,Investment Fund
3/3/2023,1334.848547,Investment Fund
4/3/2023,1334.848547,Investment Fund
5/3/2023,1334.848547,Investment Fund
6/3/2023,1334.848547,Investment Fund
7/3/2023,1334.848547,Investment Fund
8/3/2023,1334.848547,Investment Fund
9/3/2023,1334.848547,Investment Fund
10/3/2023,1334.848547,Investment Fund
11/3/2023,1334.848547,Investment Fund
12/3/2023,1334.848547,Investment Fund
13/03/2023,1334.848547,Investment Fund
14/03/2023,1334.848547,Investment Fund
15/03/2023,1334.848547,Investment Fund
16/03/2023,1334.848547,Investment Fund
17/03/2023,1334.848547,Investment Fund
18/03/2023,1334.848547,Investment Fund
19/03/2023,1334.848547,Investment Fund
20/03/2023,1334.848547,Investment Fund
21/03/2023,1334.848547,Investment Fund
22/03/2023,1334.848547,Investment Fund
23/03/2023,1334.848547,Investment Fund
24/03/2023,1334.848547,Investment Fund
25/03/2023,1334.848547,Investment Fund
26/03/2023,1334.848547,Investment Fund
27/03/2023,1334.848547,Investment Fund
28/03/2023,1334.848547,Investment Fund
29/03/2023,1334.848547,Investment Fund
30/03/2023,1334.848547,Investment Fund
31/03/2023,1334.848547,Investment Fund
1/4/2023,1334.848547,Investment Fund
2/4/2023,1334.848547,Investment Fund
3/4/2023,1334.848547,Investment Fund
4/4/2023,1334.848547,Investment Fund
5/4/2023,1334.848547,Investment Fund
6/4/2023,1334.848547,Investment Fund
7/4/2023,1334.848547,Investment Fund
8/4/2023,1334.848547,Investment Fund
9/4/2023,1334.848547,Investment Fund
10/4/2023,1334.848547,Investment Fund
11/4/2023,1334.848547,Investment Fund
12/4/2023,1334.848547,Investment Fund
13/04/2023,1334.848547,Investment Fund
14/04/2023,1334.848547,Investment Fund
15/04/2023,1334.848547,Investment Fund
16/04/2023,1334.848547,Investment Fund
17/04/2023,1334.848547,Investment Fund
18/04/2023,1334.848547,Investment Fund
19/04/2023,1334.848547,Investment Fund
20/04/2023,1334.848547,Investment Fund
21/04/2023,1334.848547,Investment Fund
22/04/2023,1334.848547,Investment Fund
23/04/2023,1334.848547,Investment Fund
24/04/2023,1334.848547,Investment Fund
25/04/2023,1334.848547,Investment Fund
26/04/2023,1334.848547,Investment Fund
27/04/2023,1334.848547,Investment Fund
28/04/2023,1334.848547,Investment Fund
29/04/2023,1334.848547,Investment Fund
30/04/2023,1334.848547,Investment Fund
1/5/2023,1334.848547,Investment Fund
2/5/2023,1334.848547,Investment Fund
3/5/2023,1334.848547,Investment Fund
4/5/2023,1334.848547,Investment Fund
5/5/2023,1334.848547,Investment Fund
6/5/2023,1334.848547,Investment Fund
7/5/2023,1334.848547,Investment Fund
8/5/2023,1334.848547,Investment Fund
9/5/2023,1334.848547,Investment Fund
10/5/2023,1334.848547,Investment Fund
11/5/2023,1334.848547,Investment Fund
12/5/2023,1334.848547,Investment Fund
13/05/2023,1334.848547,Investment Fund
14/05/2023,1334.848547,Investment Fund
15/05/2023,1334.848547,Investment Fund
16/05/2023,1334.848547,Investment Fund
17/05/2023,1334.848547,Investment Fund
18/05/2023,1334.848547,Investment Fund
19/05/2023,1334.848547,Investment Fund
20/05/2023,1334.848547,Investment Fund
21/05/2023,1334.848547,Investment Fund
22/05/2023,1334.848547,Investment Fund
23/05/2023,1334.848547,Investment Fund
24/05/2023,1334.848547,Investment Fund
25/05/2023,1334.848547,Investment Fund
26/05/2023,1334.848547,Investment Fund
27/05/2023,1334.848547,Investment Fund
28/05/2023,1334.848547,Investment Fund
29/05/2023,1334.848547,Investment Fund
30/05/2023,1334.848547,Investment Fund
31/05/2023,1334.848547,Investment Fund
1/6/2023,1334.848547,Investment Fund
2/6/2023,1334.848547,Investment Fund
3/6/2023,1334.848547,Investment Fund
4/6/2023,1334.848547,Investment Fund
5/6/2023,1334.848547,Investment Fund
6/6/2023,1334.848547,Investment Fund
7/6/2023,1334.848547,Investment Fund
8/6/2023,1334.848547,Investment Fund
9/6/2023,1334.848547,Investment Fund
10/6/2023,1334.848547,Investment Fund
11/6/2023,1334.848547,Investment Fund
12/6/2023,1334.848547,Investment Fund
13/06/2023,1334.848547,Investment Fund
14/06/2023,1334.848547,Investment Fund
15/06/2023,1334.848547,Investment Fund
16/06/2023,1334.848547,Investment Fund
17/06/2023,1334.848547,Investment Fund
18/06/2023,1334.848547,Investment Fund
20/05/2021,670000,PE Company
21/05/2021,670000,PE Company
22/05/2021,670000,PE Company
23/05/2021,670000,PE Company
24/05/2021,670000,PE Company
25/05/2021,670000,PE Company
26/05/2021,670000,PE Company
27/05/2021,670000,PE Company
28/05/2021,670000,PE Company
29/05/2021,670000,PE Company
30/05/2021,670000,PE Company
31/05/2021,670000,PE Company
1/6/2021,670000,PE Company
2/6/2021,670000,PE Company
3/6/2021,670000,PE Company
4/6/2021,670000,PE Company
5/6/2021,670000,PE Company
6/6/2021,670000,PE Company
7/6/2021,670000,PE Company
8/6/2021,670000,PE Company
9/6/2021,670000,PE Company
10/6/2021,670000,PE Company
11/6/2021,670000,PE Company
12/6/2021,670000,PE Company
13/06/2021,670000,PE Company
14/06/2021,670000,PE Company
15/06/2021,670000,PE Company
16/06/2021,670000,PE Company
17/06/2021,670000,PE Company
18/06/2021,670000,PE Company
19/06/2021,670000,PE Company
20/06/2021,670000,PE Company
21/06/2021,670000,PE Company
22/06/2021,670000,PE Company
23/06/2021,670000,PE Company
24/06/2021,670000,PE Company
25/06/2021,670000,PE Company
26/06/2021,670000,PE Company
27/06/2021,670000,PE Company
28/06/2021,670000,PE Company
29/06/2021,670000,PE Company
30/06/2021,688932.09,PE Company
1/7/2021,688932.09,PE Company
2/7/2021,688932.09,PE Company
3/7/2021,688932.09,PE Company
4/7/2021,688932.09,PE Company
5/7/2021,688932.09,PE Company
6/7/2021,688932.09,PE Company
7/7/2021,688932.09,PE Company
8/7/2021,688932.09,PE Company
9/7/2021,688932.09,PE Company
10/7/2021,688932.09,PE Company
11/7/2021,688932.09,PE Company
12/7/2021,688932.09,PE Company
13/07/2021,688932.09,PE Company
14/07/2021,688932.09,PE Company
15/07/2021,688932.09,PE Company
16/07/2021,688932.09,PE Company
17/07/2021,688932.09,PE Company
18/07/2021,688932.09,PE Company
19/07/2021,688932.09,PE Company
20/07/2021,688932.09,PE Company
21/07/2021,688932.09,PE Company
22/07/2021,688932.09,PE Company
23/07/2021,688932.09,PE Company
24/07/2021,688932.09,PE Company
25/07/2021,688932.09,PE Company
26/07/2021,688932.09,PE Company
27/07/2021,688932.09,PE Company
28/07/2021,688932.09,PE Company
29/07/2021,688932.09,PE Company
30/07/2021,688932.09,PE Company
31/07/2021,688932.09,PE Company
1/8/2021,688932.09,PE Company
2/8/2021,688932.09,PE Company
3/8/2021,688932.09,PE Company
4/8/2021,688932.09,PE Company
5/8/2021,688932.09,PE Company
6/8/2021,688932.09,PE Company
7/8/2021,688932.09,PE Company
8/8/2021,688932.09,PE Company
9/8/2021,688932.09,PE Company
10/8/2021,688932.09,PE Company
11/8/2021,688932.09,PE Company
12/8/2021,688932.09,PE Company
13/08/2021,688932.09,PE Company
14/08/2021,688932.09,PE Company
15/08/2021,688932.09,PE Company
16/08/2021,688932.09,PE Company
17/08/2021,688932.09,PE Company
18/08/2021,688932.09,PE Company
19/08/2021,688932.09,PE Company
20/08/2021,688932.09,PE Company
21/08/2021,688932.09,PE Company
22/08/2021,688932.09,PE Company
23/08/2021,688932.09,PE Company
24/08/2021,688932.09,PE Company
25/08/2021,688932.09,PE Company
26/08/2021,688932.09,PE Company
27/08/2021,688932.09,PE Company
28/08/2021,688932.09,PE Company
29/08/2021,688932.09,PE Company
30/08/2021,688932.09,PE Company
31/08/2021,688932.09,PE Company
1/9/2021,688932.09,PE Company
2/9/2021,688932.09,PE Company
3/9/2021,688932.09,PE Company
4/9/2021,688932.09,PE Company
5/9/2021,688932.09,PE Company
6/9/2021,688932.09,PE Company
7/9/2021,688932.09,PE Company
8/9/2021,688932.09,PE Company
9/9/2021,688932.09,PE Company
10/9/2021,688932.09,PE Company
11/9/2021,688932.09,PE Company
12/9/2021,688932.09,PE Company
13/09/2021,688932.09,PE Company
14/09/2021,688932.09,PE Company
15/09/2021,688932.09,PE Company
16/09/2021,688932.09,PE Company
17/09/2021,688932.09,PE Company
18/09/2021,688932.09,PE Company
